"part","R","var_theory_ec","var_emp_ec","mean_var_if_ec","mean_var_within_ec","cover_ec_if","cover_ec_within","rej_TNS_if","rej_TNS_within","mcse_cover_ec_if","mcse_rej_TNS_if"
"D1 high-separation null (n = 500 per cohort)",5000,0.00104,0.00105994324235989,0.00103800102306288,0.000540033993777821,0.9472,0.8388,0.0558,0.7058,0.00316266216975509,0.00324611644892786
"D2 exact counterexample (E = S, Y = 1 among survivors, constant fresh; n = 1000)",2000,0.00025,0.000255328612056028,0.0002497447985,0,0.9405,0.03,NA,NA,NA,NA
